country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,37.69898,40.51763,352.49,0.39,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,303.86,20.15,D
TUR,37.70016,40.52203,367.0,0.39,0.6,2024-10-13,926,N,VIIRS,h,2.0NRT,307.1,20.15,D
TUR,37.70422,40.51523,335.35,0.39,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,300.38,3.62,D
TUR,37.70539,40.51962,342.26,0.39,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,299.17,3.62,D
TUR,37.70991,40.64638,349.14,0.39,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,299.58,8.93,D
TUR,37.71103,40.65057,367.0,0.39,0.59,2024-10-13,926,N,VIIRS,h,2.0NRT,304.06,8.93,D
TUR,37.74404,39.20475,331.47,0.46,0.63,2024-10-13,926,N,VIIRS,n,2.0NRT,299.83,1.65,D
TUR,37.77221,38.4723,367.0,0.5,0.66,2024-10-13,926,N,VIIRS,h,2.0NRT,303.85,13.87,D
TUR,37.77449,39.1111,335.17,0.46,0.64,2024-10-13,926,N,VIIRS,n,2.0NRT,302.81,3.86,D
TUR,37.79505,40.69733,339.43,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,302.12,5.05,D
TUR,37.80098,39.16381,332.59,0.46,0.63,2024-10-13,926,N,VIIRS,n,2.0NRT,302.3,2.52,D
TUR,37.80184,39.16383,332.91,0.46,0.63,2024-10-13,926,N,VIIRS,n,2.0NRT,302.4,2.36,D
TUR,37.84135,38.50865,353.22,0.49,0.65,2024-10-13,926,N,VIIRS,n,2.0NRT,300.79,17.03,D
TUR,37.84309,38.51473,367.0,0.49,0.65,2024-10-13,926,N,VIIRS,h,2.0NRT,303.7,29.18,D
TUR,37.84409,38.51081,367.0,0.49,0.65,2024-10-13,926,N,VIIRS,h,2.0NRT,303.26,25.74,D
TUR,37.864,38.88133,330.86,0.47,0.64,2024-10-13,926,N,VIIRS,l,2.0NRT,302.97,3.73,D
TUR,37.8652,38.47123,332.11,0.49,0.65,2024-10-13,926,N,VIIRS,n,2.0NRT,297.59,3.98,D
TUR,37.86983,38.87938,336.42,0.47,0.64,2024-10-13,926,N,VIIRS,n,2.0NRT,302.15,3.73,D
TUR,37.8714,38.88484,338.24,0.47,0.64,2024-10-13,926,N,VIIRS,n,2.0NRT,302.42,10.79,D
TUR,37.90631,40.67474,334.02,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,301.99,3.44,D
TUR,37.9478,40.63449,348.19,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,303.34,4.46,D
TUR,37.94885,40.63843,350.14,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,303.41,4.46,D
TUR,37.96409,41.03268,334.81,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,303.16,1.45,D
TUR,37.96712,40.7944,330.03,0.37,0.58,2024-10-13,926,N,VIIRS,l,2.0NRT,305.03,2.16,D
TUR,37.96917,40.88868,337.7,0.37,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,305.64,4.51,D
TUR,37.97023,40.89267,367.0,0.37,0.58,2024-10-13,926,N,VIIRS,h,2.0NRT,306.82,9.42,D
TUR,37.97771,40.74743,342.97,0.38,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,302.49,2.3,D
TUR,37.98895,40.6366,336.6,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,304.4,3.15,D
TUR,37.99097,40.63638,331.23,0.38,0.59,2024-10-13,926,N,VIIRS,l,2.0NRT,304.44,2.69,D
TUR,38.00243,40.70987,333.87,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,301.24,2.2,D
TUR,38.00581,41.0055,332.69,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,305.7,2.35,D
TUR,38.01097,41.00351,367.0,0.36,0.58,2024-10-13,926,N,VIIRS,h,2.0NRT,306.22,6.72,D
TUR,38.01203,41.00754,351.52,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,306.23,6.72,D
TUR,38.01882,41.05484,340.53,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,306.36,3.8,D
TUR,38.0222,40.40444,337.35,0.39,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,304.32,2.89,D
TUR,38.02545,40.79774,338.55,0.37,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,303.82,4.73,D
TUR,38.02576,40.30732,331.06,0.4,0.6,2024-10-13,926,N,VIIRS,l,2.0NRT,303.07,1.74,D
TUR,38.02831,40.79685,336.35,0.37,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,305.34,4.74,D
TUR,38.03017,40.17274,340.54,0.4,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,300.67,4.27,D
TUR,38.03136,40.17716,333.35,0.4,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,298.89,4.47,D
TUR,38.04215,41.07898,367.0,0.36,0.57,2024-10-13,926,N,VIIRS,h,2.0NRT,303.67,5.71,D
TUR,38.0422,41.0576,335.11,0.36,0.57,2024-10-13,926,N,VIIRS,n,2.0NRT,305.73,1.88,D
TUR,38.04732,41.05552,353.71,0.36,0.57,2024-10-13,926,N,VIIRS,n,2.0NRT,301.88,3.65,D
TUR,38.05447,41.03957,335.21,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,303.39,2.31,D
TUR,38.05546,41.04337,332.09,0.36,0.57,2024-10-13,926,N,VIIRS,l,2.0NRT,303.45,2.31,D
TUR,38.10255,40.13491,367.0,0.4,0.6,2024-10-13,926,N,VIIRS,h,2.0NRT,302.97,9.83,D
TUR,38.10651,40.98332,353.95,0.36,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,305.01,5.05,D
TUR,38.14169,40.30043,337.72,0.39,0.6,2024-10-13,926,N,VIIRS,n,2.0NRT,302.29,4.06,D
TUR,38.14833,40.65606,331.89,0.38,0.58,2024-10-13,926,N,VIIRS,l,2.0NRT,304.32,2.19,D
TUR,38.15205,40.75634,367.0,0.37,0.58,2024-10-13,926,N,VIIRS,h,2.0NRT,308.1,13.34,D
TUR,38.15354,40.65395,354.29,0.38,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,301.41,5.84,D
TUR,38.16417,40.47563,338.37,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,302.53,2.34,D
TUR,38.16638,40.47787,340.33,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,302.62,3.94,D
TUR,38.17724,40.85094,342.55,0.37,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,307.65,4.9,D
TUR,38.17951,40.85947,367.0,0.37,0.58,2024-10-13,926,N,VIIRS,h,2.0NRT,305.82,9.42,D
TUR,38.18203,40.47108,333.61,0.38,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,301.48,3.79,D
TUR,38.18473,40.85766,350.37,0.37,0.58,2024-10-13,926,N,VIIRS,n,2.0NRT,312.11,29.45,D
TUR,38.18584,40.86183,367.0,0.37,0.58,2024-10-13,926,N,VIIRS,h,2.0NRT,309.48,33.09,D
TUR,38.3129,40.28191,342.52,0.39,0.59,2024-10-13,926,N,VIIRS,n,2.0NRT,301.59,5.39,D
TUR,38.42806,38.10689,331.36,0.5,0.66,2024-10-13,926,N,VIIRS,n,2.0NRT,295.4,1.8,D
TUR,39.9826,44.257,348.27,0.45,0.47,2024-10-13,926,N,VIIRS,n,2.0NRT,299.65,6.91,D
TUR,39.99645,44.0071,331.96,0.46,0.47,2024-10-13,926,N,VIIRS,n,2.0NRT,296.39,2.34,D
TUR,40.00663,44.03169,333.64,0.46,0.47,2024-10-13,926,N,VIIRS,n,2.0NRT,294.39,2.64,D
TUR,38.22338,37.11391,329.0,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,297.34,3.35,D
TUR,38.23756,37.22839,330.1,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,296.73,3.72,D
TUR,38.24498,37.13937,330.63,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,298.84,2.65,D
TUR,38.25465,37.15496,346.19,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,296.84,6.18,D
TUR,38.25671,37.15522,336.67,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,295.27,5.67,D
TUR,38.27672,37.1529,329.13,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,295.37,2.83,D
TUR,38.28678,37.04866,333.36,0.57,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,297.07,4.79,D
TUR,38.28862,37.05476,333.39,0.57,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,297.62,8.34,D
TUR,38.29757,37.10753,339.4,0.56,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,296.23,4.56,D
TUR,38.29832,37.05547,331.1,0.57,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,297.58,3.99,D
TUR,38.30267,37.05544,333.48,0.57,0.69,2024-10-13,928,N,VIIRS,n,2.0NRT,296.26,4.52,D
TUR,38.37344,37.31519,367.0,0.55,0.68,2024-10-13,928,N,VIIRS,h,2.0NRT,300.63,14.25,D
TUR,38.81651,38.12413,346.46,0.49,0.65,2024-10-13,928,N,VIIRS,n,2.0NRT,296.89,6.99,D
TUR,38.82683,38.3156,334.78,0.47,0.64,2024-10-13,928,N,VIIRS,n,2.0NRT,299.95,4.58,D
TUR,38.83117,38.30838,338.15,0.47,0.64,2024-10-13,928,N,VIIRS,n,2.0NRT,297.83,4.77,D
TUR,38.83254,38.31312,333.68,0.47,0.64,2024-10-13,928,N,VIIRS,n,2.0NRT,297.8,4.58,D
TUR,40.59665,34.24494,327.2,0.66,0.73,2024-10-13,928,N,VIIRS,n,2.0NRT,294.91,6.77,D
TUR,36.47121,36.38732,345.06,0.52,0.5,2024-10-13,1106,N,VIIRS,n,2.0NRT,300.41,6.47,D
TUR,36.88089,39.10809,330.62,0.37,0.58,2024-10-13,1106,N,VIIRS,n,2.0NRT,299.91,3.05,D
TUR,36.90818,39.76547,367.0,0.4,0.6,2024-10-13,1106,N,VIIRS,h,2.0NRT,306.97,70.9,D
TUR,36.718,36.20017,336.55,0.51,0.49,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.26,5.0,D
TUR,36.83609,37.21486,332.76,0.58,0.52,2024-10-13,1108,N,VIIRS,l,2.0NRT,303.8,4.3,D
TUR,36.9116,39.76176,367.0,0.4,0.6,2024-10-13,1108,N,VIIRS,h,2.0NRT,307.13,48.0,D
TUR,36.92273,30.9258,337.73,0.43,0.38,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.7,5.13,D
TUR,37.06273,40.26475,332.22,0.43,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,297.71,1.23,D
TUR,37.1281,34.95911,332.62,0.44,0.46,2024-10-13,1108,N,VIIRS,n,2.0NRT,297.82,2.46,D
TUR,37.16783,41.63827,331.97,0.51,0.66,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.3,2.93,D
TUR,37.20581,42.37823,349.87,0.56,0.69,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.24,10.42,D
TUR,37.25333,41.30709,351.21,0.49,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.29,11.99,D
TUR,37.28611,40.45907,335.13,0.44,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.06,1.31,D
TUR,37.42364,39.42985,336.96,0.39,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.56,2.19,D
TUR,37.42465,39.4296,341.77,0.39,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.73,3.59,D
TUR,37.42906,38.55724,343.19,0.35,0.57,2024-10-13,1108,N,VIIRS,n,2.0NRT,289.01,2.94,D
TUR,37.45036,38.55877,367.0,0.35,0.57,2024-10-13,1108,N,VIIRS,h,2.0NRT,303.7,6.93,D
TUR,37.45789,38.59462,367.0,0.35,0.57,2024-10-13,1108,N,VIIRS,h,2.0NRT,306.03,16.66,D
TUR,37.47602,40.40358,349.27,0.44,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.07,6.2,D
TUR,37.50172,38.283,367.0,0.34,0.56,2024-10-13,1108,N,VIIRS,h,2.0NRT,302.78,9.28,D
TUR,37.52057,37.78595,342.07,0.63,0.54,2024-10-13,1108,N,VIIRS,n,2.0NRT,304.38,7.19,D
TUR,37.52386,37.78422,338.79,0.63,0.54,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.66,6.67,D
TUR,37.53035,39.16406,332.78,0.38,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.83,2.33,D
TUR,37.53514,38.39846,367.0,0.34,0.56,2024-10-13,1108,N,VIIRS,h,2.0NRT,301.78,11.13,D
TUR,37.55671,38.84172,332.32,0.36,0.57,2024-10-13,1108,N,VIIRS,l,2.0NRT,304.13,3.0,D
TUR,37.55696,38.84594,344.3,0.36,0.57,2024-10-13,1108,N,VIIRS,n,2.0NRT,306.11,3.0,D
TUR,37.57391,39.24021,347.07,0.38,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.84,4.49,D
TUR,37.59924,38.33315,337.47,0.34,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.96,1.53,D
TUR,37.62031,37.42572,337.12,0.6,0.53,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.86,7.3,D
TUR,37.64658,39.7066,331.62,0.4,0.6,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.21,1.59,D
TUR,37.65535,38.47485,354.68,0.35,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,310.45,26.9,D
TUR,37.6556,38.4788,337.64,0.35,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.28,19.04,D
TUR,37.65767,37.87867,355.0,0.32,0.55,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.85,3.92,D
TUR,37.65799,39.26897,338.55,0.38,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.78,5.01,D
TUR,37.65822,39.2734,348.15,0.38,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.76,7.03,D
TUR,37.6607,37.87575,348.46,0.32,0.55,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.77,4.82,D
TUR,37.66093,37.87943,343.45,0.32,0.55,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.83,5.75,D
TUR,37.67244,39.033,351.32,0.37,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,304.98,8.55,D
TUR,37.69659,40.5265,356.75,0.45,0.63,2024-10-13,1108,N,VIIRS,l,2.0NRT,297.24,13.41,D
TUR,37.69744,38.90257,330.39,0.36,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,299.87,2.23,D
TUR,37.70029,40.52257,347.01,0.45,0.63,2024-10-13,1108,N,VIIRS,n,2.0NRT,294.42,26.47,D
TUR,37.70051,40.52776,357.09,0.45,0.63,2024-10-13,1108,N,VIIRS,l,2.0NRT,299.15,33.49,D
TUR,37.70248,40.52632,367.0,0.45,0.63,2024-10-13,1108,N,VIIRS,h,2.0NRT,298.58,21.09,D
TUR,37.70268,38.13234,331.61,0.33,0.55,2024-10-13,1108,N,VIIRS,l,2.0NRT,303.86,2.73,D
TUR,37.71114,39.04241,339.96,0.37,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.68,2.64,D
TUR,37.7126,39.04086,333.83,0.37,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.01,2.26,D
TUR,37.72955,38.75771,339.11,0.36,0.57,2024-10-13,1108,N,VIIRS,n,2.0NRT,304.53,2.05,D
TUR,37.73455,38.84629,340.49,0.36,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.7,5.09,D
TUR,37.73991,38.84555,349.35,0.36,0.58,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.49,5.09,D
TUR,37.74742,38.18169,333.96,0.33,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.81,1.78,D
TUR,37.75585,39.23728,334.11,0.38,0.59,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.45,3.53,D
TUR,37.77093,38.46878,335.06,0.35,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.26,3.63,D
TUR,37.77145,38.47696,346.76,0.35,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,304.91,5.79,D
TUR,37.77429,27.4555,338.34,0.38,0.36,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.76,4.19,D
TUR,37.77672,38.47667,343.82,0.35,0.56,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.46,3.21,D
TUR,37.79702,38.71858,331.8,0.36,0.57,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.74,0.98,D
TUR,37.82575,40.32489,355.5,0.44,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,299.28,6.2,D
TUR,37.82751,41.2813,338.83,0.49,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.69,3.77,D
TUR,37.84666,37.71274,330.74,0.63,0.54,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.05,3.19,D
TUR,37.86924,38.53537,340.57,0.35,0.57,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.53,3.18,D
TUR,37.93394,40.70253,354.21,0.46,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.4,6.89,D
TUR,37.94127,40.45259,354.69,0.45,0.63,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.09,9.11,D
TUR,37.94148,40.4576,338.76,0.45,0.63,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.66,12.17,D
TUR,37.94249,40.62069,350.29,0.46,0.63,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.98,5.16,D
TUR,37.94713,40.45219,367.0,0.45,0.63,2024-10-13,1108,N,VIIRS,h,2.0NRT,303.51,9.11,D
TUR,37.94735,40.4572,367.0,0.45,0.63,2024-10-13,1108,N,VIIRS,h,2.0NRT,304.67,12.17,D
TUR,37.96489,41.0313,340.75,0.48,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.77,5.23,D
TUR,37.98386,41.55602,331.88,0.51,0.66,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.68,2.2,D
TUR,38.00469,41.11716,333.77,0.49,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.04,5.22,D
TUR,38.00575,41.8392,343.58,0.53,0.67,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.28,3.56,D
TUR,38.00839,40.25735,333.19,0.44,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,298.67,2.05,D
TUR,38.02148,40.79517,356.32,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,304.48,17.97,D
TUR,38.02173,40.80095,367.0,0.47,0.64,2024-10-13,1108,N,VIIRS,h,2.0NRT,301.85,17.97,D
TUR,38.02399,40.79263,355.7,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.63,22.88,D
TUR,38.02421,40.79831,343.12,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,308.72,39.95,D
TUR,38.02443,40.80428,367.0,0.47,0.64,2024-10-13,1108,N,VIIRS,h,2.0NRT,301.45,39.95,D
TUR,38.02725,29.50071,340.11,0.41,0.37,2024-10-13,1108,N,VIIRS,n,2.0NRT,307.02,5.46,D
TUR,38.02746,40.79493,335.3,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.62,23.41,D
TUR,38.02772,40.80078,354.39,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,308.37,23.41,D
TUR,38.02798,40.80669,348.68,0.47,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.37,31.88,D
TUR,38.03042,40.80405,367.0,0.47,0.64,2024-10-13,1108,N,VIIRS,h,2.0NRT,300.85,39.95,D
TUR,38.03064,29.49998,338.33,0.41,0.37,2024-10-13,1108,N,VIIRS,n,2.0NRT,303.87,5.46,D
TUR,38.03543,40.21554,352.59,0.43,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.71,14.99,D
TUR,38.03566,40.22064,339.73,0.43,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,293.29,14.99,D
TUR,38.03927,40.43667,335.62,0.45,0.63,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.06,1.79,D
TUR,38.03993,41.08592,345.21,0.48,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.33,6.08,D
TUR,38.04081,41.08355,367.0,0.48,0.65,2024-10-13,1108,N,VIIRS,h,2.0NRT,301.72,9.76,D
TUR,38.04122,40.215,351.81,0.43,0.62,2024-10-13,1108,N,VIIRS,n,2.0NRT,297.61,14.99,D
TUR,38.04171,29.47861,338.32,0.4,0.37,2024-10-13,1108,N,VIIRS,n,2.0NRT,306.89,9.47,D
TUR,38.04316,39.88876,336.43,0.42,0.61,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.73,3.2,D
TUR,38.04375,40.68708,341.38,0.46,0.64,2024-10-13,1108,N,VIIRS,n,2.0NRT,302.29,5.78,D
TUR,38.04576,41.07983,339.09,0.48,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.38,7.83,D
TUR,38.04601,41.08572,341.87,0.48,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,300.6,6.08,D
TUR,38.05485,41.13493,345.71,0.49,0.65,2024-10-13,1108,N,VIIRS,n,2.0NRT,301.23,6.18,D
